subj,session,trial,rt,object_response,category,condition,imagename
mlp_mixer,1,1,NaN,airplane,airplane,NaN,airplane1.png
mlp_mixer,1,2,NaN,airplane,airplane,NaN,airplane10.png
mlp_mixer,1,3,NaN,chair,airplane,NaN,airplane2.png
mlp_mixer,1,4,NaN,airplane,airplane,NaN,airplane3.png
mlp_mixer,1,5,NaN,knife,airplane,NaN,airplane4.png
mlp_mixer,1,6,NaN,airplane,airplane,NaN,airplane5.png
mlp_mixer,1,7,NaN,airplane,airplane,NaN,airplane6.png
mlp_mixer,1,8,NaN,airplane,airplane,NaN,airplane7.png
mlp_mixer,1,9,NaN,airplane,airplane,NaN,airplane8.png
mlp_mixer,1,10,NaN,knife,airplane,NaN,airplane9.png
mlp_mixer,1,11,NaN,chair,bear,NaN,bear1.png
mlp_mixer,1,12,NaN,bear,bear,NaN,bear10.png
mlp_mixer,1,13,NaN,chair,bear,NaN,bear2.png
mlp_mixer,1,14,NaN,chair,bear,NaN,bear3.png
mlp_mixer,1,15,NaN,bear,bear,NaN,bear4.png
mlp_mixer,1,16,NaN,bear,bear,NaN,bear5.png
mlp_mixer,1,17,NaN,chair,bear,NaN,bear6.png
mlp_mixer,1,18,NaN,knife,bear,NaN,bear7.png
mlp_mixer,1,19,NaN,bear,bear,NaN,bear8.png
mlp_mixer,1,20,NaN,chair,bear,NaN,bear9.png
mlp_mixer,1,21,NaN,clock,bicycle,NaN,bicycle1.png
mlp_mixer,1,22,NaN,bicycle,bicycle,NaN,bicycle10.png
mlp_mixer,1,23,NaN,clock,bicycle,NaN,bicycle2.png
mlp_mixer,1,24,NaN,bicycle,bicycle,NaN,bicycle3.png
mlp_mixer,1,25,NaN,bicycle,bicycle,NaN,bicycle4.png
mlp_mixer,1,26,NaN,clock,bicycle,NaN,bicycle5.png
mlp_mixer,1,27,NaN,chair,bicycle,NaN,bicycle6.png
mlp_mixer,1,28,NaN,chair,bicycle,NaN,bicycle7.png
mlp_mixer,1,29,NaN,clock,bicycle,NaN,bicycle8.png
mlp_mixer,1,30,NaN,chair,bicycle,NaN,bicycle9.png
mlp_mixer,1,31,NaN,chair,bird,NaN,bird1.png
mlp_mixer,1,32,NaN,chair,bird,NaN,bird10.png
mlp_mixer,1,33,NaN,chair,bird,NaN,bird2.png
mlp_mixer,1,34,NaN,knife,bird,NaN,bird3.png
mlp_mixer,1,35,NaN,bird,bird,NaN,bird4.png
mlp_mixer,1,36,NaN,bird,bird,NaN,bird5.png
mlp_mixer,1,37,NaN,knife,bird,NaN,bird6.png
mlp_mixer,1,38,NaN,oven,bird,NaN,bird7.png
mlp_mixer,1,39,NaN,knife,bird,NaN,bird8.png
mlp_mixer,1,40,NaN,bird,bird,NaN,bird9.png
mlp_mixer,1,41,NaN,knife,boat,NaN,boat1.png
mlp_mixer,1,42,NaN,knife,boat,NaN,boat10.png
mlp_mixer,1,43,NaN,knife,boat,NaN,boat2.png
mlp_mixer,1,44,NaN,keyboard,boat,NaN,boat3.png
mlp_mixer,1,45,NaN,knife,boat,NaN,boat4.png
mlp_mixer,1,46,NaN,clock,boat,NaN,boat5.png
mlp_mixer,1,47,NaN,knife,boat,NaN,boat6.png
mlp_mixer,1,48,NaN,knife,boat,NaN,boat7.png
mlp_mixer,1,49,NaN,knife,boat,NaN,boat8.png
mlp_mixer,1,50,NaN,keyboard,boat,NaN,boat9.png
mlp_mixer,1,51,NaN,bottle,bottle,NaN,bottle1.png
mlp_mixer,1,52,NaN,bottle,bottle,NaN,bottle10.png
mlp_mixer,1,53,NaN,bottle,bottle,NaN,bottle2.png
mlp_mixer,1,54,NaN,bottle,bottle,NaN,bottle3.png
mlp_mixer,1,55,NaN,bottle,bottle,NaN,bottle4.png
mlp_mixer,1,56,NaN,bottle,bottle,NaN,bottle5.png
mlp_mixer,1,57,NaN,bottle,bottle,NaN,bottle6.png
